post_date,engagement,close_value,volume,open_value,high_value,low_value,prev_close,return,price_class,len_modify_body,comp_clean,pos_clean,neg_clean,neu_clean
2019-01-01,9,101.57,33161320,101.29,102.4,100.44,101.57,0.0,0,20,-0.7184,0.0,0.714,0.286
2019-01-01,13,101.57,33161320,101.29,102.4,100.44,101.57,0.0,0,87,-0.9227,0.096,0.569,0.335
2019-01-01,1,101.57,33161320,101.29,102.4,100.44,101.57,0.0,0,9,0.0,0.0,0.0,1.0
2019-01-01,9,101.57,33161320,101.29,102.4,100.44,101.57,0.0,0,55,0.8402,0.556,0.167,0.278
2019-01-01,14,101.57,33161320,101.29,102.4,100.44,101.57,0.0,0,33,0.7184,0.556,0.0,0.444
2019-01-01,3,101.57,33161320,101.29,102.4,100.44,101.57,0.0,0,171,0.875,0.371,0.086,0.543
2019-01-01,1,101.57,33161320,101.29,102.4,100.44,101.57,0.0,0,52,0.9753,0.88,0.0,0.12
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,26,-0.4588,0.0,0.429,0.571
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,36,0.7906,0.632,0.263,0.105
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,59,0.6908,0.461,0.18,0.359
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,36,-0.5719,0.344,0.492,0.164
2019-01-02,4,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,155,0.6124,0.351,0.243,0.405
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,22,0.0,0.0,0.0,1.0
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,73,0.8402,0.471,0.0,0.529
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,87,0.25,0.2,0.15,0.65
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,71,-0.8402,0.0,0.471,0.529
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,53,0.34,0.211,0.0,0.789
2019-01-02,12,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,43,0.7579,0.565,0.0,0.435
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,7,0.0,0.0,0.0,1.0
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,23,0.0,0.0,0.0,1.0
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,15,0.0,0.0,0.0,1.0
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,25,0.0,0.4,0.4,0.2
2019-01-02,8,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,40,0.0,0.0,0.0,1.0
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,42,0.0,0.0,0.0,1.0
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,48,0.7184,0.455,0.0,0.545
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,32,0.6124,0.5,0.0,0.5
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,15,0.3818,0.722,0.0,0.278
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,12,0.0,0.0,0.0,1.0
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,73,0.8402,0.471,0.0,0.529
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,9,0.0,0.0,0.0,1.0
2019-01-02,8,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,9,0.0,0.0,0.0,1.0
2019-01-02,117,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,68,0.6124,0.286,0.0,0.714
2019-01-02,9,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,37,0.0,0.0,0.0,1.0
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,68,-0.4588,0.0,0.25,0.75
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,71,-0.8402,0.0,0.471,0.529
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,37,-0.4588,0.333,0.533,0.133
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,16,0.0,0.0,0.0,1.0
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,3,0.2023,1.0,0.0,0.0
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,12,0.2023,0.474,0.0,0.526
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,53,-0.4588,0.0,0.333,0.667
2019-01-02,11,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,32,0.6124,0.5,0.0,0.5
2019-01-02,4,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,51,0.0772,0.412,0.327,0.261
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,33,0.6124,0.5,0.0,0.5
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,4,0.0,0.0,0.0,1.0
2019-01-02,18,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,11,0.6124,0.8,0.0,0.2
2019-01-02,9,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,55,0.9853,0.91,0.0,0.09
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,6,0.0,0.0,0.0,1.0
2019-01-02,16,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,13,0.875,0.9,0.0,0.1
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,3,0.6124,1.0,0.0,0.0
2019-01-02,3,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,39,0.4019,0.351,0.0,0.649
2019-01-02,8,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,125,0.7906,0.433,0.2,0.367
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,35,0.7351,0.554,0.0,0.446
2019-01-02,2,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,31,0.6124,0.5,0.0,0.5
2019-01-02,14,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,89,0.8402,0.381,0.0,0.619
2019-01-02,15,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,39,0.8625,0.672,0.104,0.224
2019-01-02,1,101.12,35145360,99.55,101.75,98.94,101.57,-0.44999999999998863,-1,19,-0.25,0.364,0.455,0.182
